0.0,3.698685661204493,2.944694279531526
1.0,3.759075415240277,3.6092119425632103
2.0,3.4063386501106656,2.906345217220328
3.0,4.131685126202957,3.3069738916611637
4.0,3.312210245626019,3.217024017434386
5.0,3.314632922875015,2.8137080985718974
6.0,3.5967849086264136,2.234687902136881
7.0,2.8100328669947867,2.775084988303611
8.0,3.0948675518662303,3.1256989330381098
9.0,3.1367903697915156,2.4350785194658835
10.0,4.086259507568622,2.909689479805386
11.0,3.5270112818751693,2.430100725514617
12.0,3.2822469101899268,3.0443690358839466
13.0,3.0396025690310786,3.1502792073382686
14.0,3.259744524032478,2.883322500082689
15.0,3.2593173551082413,3.740911273803575
16.0,3.4946011101048264,2.5769156284176398
17.0,3.8290179648412757,2.5116625400115913
18.0,3.5835454380019023,2.21613195044809
19.0,2.9687255804406276,3.0787444943476494
20.0,3.795386631998164,3.0685473124759883
21.0,3.4537406870447036,2.8795585217642845
22.0,2.908591203853029,2.7120623166421165
23.0,3.315744491616085,3.4228488904875665
24.0,3.6374473158273846,2.2947839378549064
25.0,3.629633587757918,2.8459670878334733
26.0,3.2292311998776166,3.244670515536347
27.0,3.9123998089983805,3.3725120476464796
28.0,3.1643129907109446,2.8763150496595142
29.0,3.6325053725614254,3.3902180508489437
30.0,3.308330304861884,2.925736409334473
31.0,3.057466010397589,2.5215173503677315
32.0,3.825010328957679,3.5424960114283293
33.0,3.4711959513678665,3.4014131591568098
34.0,3.6446544100190534,2.74195209815795
35.0,3.6445582422033658,3.6152146265863876
36.0,3.4856695843560193,3.6258574623256026
37.0,2.452101958364102,3.3287610017500895
38.0,3.5348188272952683,2.880397059813653
39.0,3.536704310614201,2.204972434159643
40.0,3.4121312448649954,3.1428450286046985
41.0,4.091157617896607,2.792691912690541
42.0,3.176602558842725,2.7992971825661854
43.0,3.8661608470808297,3.1315004438638736
44.0,3.2880959184931844,3.2053069732453423
45.0,3.538831019739216,3.387457996213156
46.0,3.219178762449059,2.868935141360893
47.0,3.343156738747137,2.4145940207471526
48.0,3.6184481108258306,3.104422108871956
49.0,3.502045382656984,2.906165146649941
50.0,2.933851703179834,2.831741870893856
51.0,3.362914193389292,2.6790890923113526
52.0,3.4354857153335963,3.1616203427258154
53.0,4.254474360484212,3.0698311251327355
54.0,3.6030201562891055,2.970221633693533
55.0,2.732491513880383,2.9893944498203133
56.0,3.5240920839764107,3.9852968449941146
57.0,3.423055614087551,3.120618936933445
58.0,3.4861152921179026,2.532528784952187
59.0,3.9571291258060084,3.30077321307471
60.0,3.816412778817219,2.6362450180821044
61.0,4.06111772437444,2.4392595748830876
62.0,3.734742837520108,3.8761822503239913
63.0,3.1037854699477245,2.7734809081588914
64.0,3.5398605460350563,2.7986097383535204
65.0,2.879734627573547,3.0274251899224107
66.0,3.075078514509558,3.1894369722540725
67.0,3.1322303063064787,3.6199737620070156
68.0,3.1866986830655053,2.8711753935177295
69.0,3.825406886947868,2.507654273426418
70.0,3.590983973841652,3.5228571017129715
71.0,2.857006706175509,3.0738535434129215
72.0,3.6039531176993695,3.312729148710924
73.0,3.005219715648767,2.4718173547662894
74.0,3.708776626246759,3.1187938692932744
